Serial-No,Product_Name,Price in ₹,Product_Stars,Ratings,Reviews,Brand,image_url,features,Rating_Count,Type of Sorting,Review_Count
114,"Noise ColorFit Caliber Go with 1.69 inch HD Display, 40 Sports Modes, 150+ Watch Faces Smartwatch","₹1,299",4.2,29553,2280,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69'' TFT display (240*280px, 500 nits, 218 PPI)Noise Health Suite (SpO2, 24*7 heart rate tracking, activity tracker, sleep tracker, stress monitor & female health tracker)Productivity and utility features (hand wash reminder, drink water reminder, DND, weather forecast, call mute & rejection, alarm, idle alert, stopwatch, timer, remote music control & find my phone)40 sports modes (10 inbuilt & 30 in app) | 150+ cloud-based watch facesUp to 10 days of battery (300mAh)5 color options: Jet black, Rose pink, Olive green, Midnight blue, Mist greyTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",10K-50K,High to Low,1K-10K
115,Noise ColorFit Pro 2 Oxy Smartwatch,"₹1,299",4,4213,441,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,TouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty,1K-10K,High to Low,0K-1K
116,Noise ColorFit Brio Smartwatch,"₹1,299",4.2,32699,3614,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"Best-In Segment Resolution with 360*400 pixels3.86 cms (1.52"") TruView HD Display and 100+ personalized watch facesSuper light and slim with 30gms weight and 9mm thicknessNoise Health Suite: Blood oxygen monitor (Spo2), Stress monitor, Sleep monitor, 24*7 Heart Rate monitor50 sports modes and up to 10-day battery
Special features: Smart DND & quick reply with NoiseFit AppTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",10K-50K,High to Low,1K-10K
117,"Noise ColorFit Caliber Smart Watch with 15-day battery, 1.69"" display, 60 Sports Modes Smartwatch","₹1,499",4.2,279750,25807,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"4.2 cm (1.69"") LCD full touch screen150+ customizable and cloud based watch faces60 Sports Mode|Body Temperature sensorIP68 water resistantQuick replies (Android only)Blood oxygen, Heart rate monitor, Stress monitor and sleep monitorTouchscreenFitness & OutdoorBattery Runtime: Upto 15 days1 Year Manufacturer Warranty",200K-300K,High to Low,20K-30K
118,Noise X-Fit 2 (HRX Edition) Smart Watch with 1.69inch Display & 60 Sports Modes Smartwatch,"₹1,299",4.2,6321,611,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69inch TFT LCD display|Calls & SMS quick reply (Android only)Noise Health SuiteTM (SpO2, 24x7 heart rate tracking, activity tracker, sleep monitor, stress monitor, and female health tracker)60 sports modes| 150 watch faces|IP68 water resistanceUp to 7-day batteryApp Name : NoiseFit AppTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
119,"Noise ColorFit Caliber Go with 1.69 inch HD Display, 40 Sports Modes, 150+ Watch Faces Smartwatch","₹1,299",4.2,29553,2280,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69'' TFT display (240*280px, 500 nits, 218 PPI)Noise Health Suite (SpO2, 24*7 heart rate tracking, activity tracker, sleep tracker, stress monitor & female health tracker)Productivity and utility features (hand wash reminder, drink water reminder, DND, weather forecast, call mute & rejection, alarm, idle alert, stopwatch, timer, remote music control & find my phone)40 sports modes (10 inbuilt & 30 in app) | 150+ cloud-based watch facesUp to 10 days of battery (300mAh)5 color options: Jet black, Rose pink, Olive green, Midnight blue, Mist greyTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",10K-50K,High to Low,1K-10K
0,"Noise Qube with 1.4"" Full Touch display, Multi-Sports modes, 7-day Battery,Spo2 Smartwatch","₹1,199",4.1,143624,11269,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,TouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,100K-200K,Low to High,10K-20K
1,"Noise ColorFit Caliber Go with 1.69 inch HD Display, 40 Sports Modes, 150+ Watch Faces Smartwatch","₹1,299",4.2,29553,2280,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69'' TFT display (240*280px, 500 nits, 218 PPI)Noise Health Suite (SpO2, 24*7 heart rate tracking, activity tracker, sleep tracker, stress monitor & female health tracker)Productivity and utility features (hand wash reminder, drink water reminder, DND, weather forecast, call mute & rejection, alarm, idle alert, stopwatch, timer, remote music control & find my phone)40 sports modes (10 inbuilt & 30 in app) | 150+ cloud-based watch facesUp to 10 days of battery (300mAh)5 color options: Jet black, Rose pink, Olive green, Midnight blue, Mist greyTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",10K-50K,Low to High,1K-10K
2,Noise ColorFit Pro 2 Oxy Smartwatch,"₹1,299",4,4213,441,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,TouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty,1K-10K,Low to High,0K-1K
3,Noise X-Fit 2 (HRX Edition) Smart Watch with 1.69inch Display & 60 Sports Modes Smartwatch,"₹1,299",4.2,6321,611,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69inch TFT LCD display|Calls & SMS quick reply (Android only)Noise Health SuiteTM (SpO2, 24x7 heart rate tracking, activity tracker, sleep monitor, stress monitor, and female health tracker)60 sports modes| 150 watch faces|IP68 water resistanceUp to 7-day batteryApp Name : NoiseFit AppTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,Low to High,0K-1K
4,boAt Wave beat 1.69Inch HD display with complete health monitoring Smartwatch,"₹1,299",4.1,47592,3332,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,1.69 inch Square HD Display550 Nits BrightnessHeart Rate and Blood Oxygen MonitoringHealth Ecosystem with boAt Crest AppTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase,10K-50K,Low to High,1K-10K
5,boAt Wave beat 1.69Inch HD display with complete health monitoring Smartwatch,"₹1,299",4.1,47592,3332,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,1.69 inch Square HD Display550 Nits BrightnessHeart Rate and Blood Oxygen MonitoringHealth Ecosystem with boAt Crest AppTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase,10K-50K,Low to High,1K-10K
6,boAt Wave beat 1.69Inch HD display with complete health monitoring Smartwatch,"₹1,299",4.1,47592,3332,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,1.69 inch Square HD Display550 Nits BrightnessHeart Rate and Blood Oxygen MonitoringHealth Ecosystem with boAt Crest AppTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase,10K-50K,Low to High,1K-10K
7,boAt Wave beat 1.69Inch HD display with complete health monitoring Smartwatch,"₹1,299",4.1,47592,3332,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,1.69 inch Square HD Display550 Nits BrightnessHeart Rate and Blood Oxygen MonitoringHealth Ecosystem with boAt Crest AppTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase,10K-50K,Low to High,1K-10K
8,"Noise ColorFit Caliber 2 with 1.83'' display Up to 12 Day Battery, 60 sports mode Smartwatch","₹1,499",4.1,5548,425,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.83�� display (240*284px, 500 nits) - 25% increase in screen viewing area with just 6% increase in total watch areaFlat edge design (thinner than ColorFit Caliber)150+ cloud-based & customised watch facesNoise Health SuiteTM (SpO2, 24*7 heart rate tracking, sleep monitor, female health tracker, activity tracker, stress monitor)60 sports modesUp to 12 days of battery life5 colours (Jet black, midnight blue, light lavender, vintage brown & pine green)TouchscreenFitness & OutdoorBattery Runtime: Upto 12 days1 Year Manufacturer Warranty",1K-10K,Low to High,0K-1K
9,"Noise ColorFit Caliber 2 with 1.83'' display Up to 12 Day Battery, 60 sports mode Smartwatch","₹1,499",4.1,5548,425,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.83�� display (240*284px, 500 nits) - 25% increase in screen viewing area with just 6% increase in total watch areaFlat edge design (thinner than ColorFit Caliber)150+ cloud-based & customised watch facesNoise Health SuiteTM (SpO2, 24*7 heart rate tracking, sleep monitor, female health tracker, activity tracker, stress monitor)60 sports modesUp to 12 days of battery life5 colours (Jet black, midnight blue, light lavender, vintage brown & pine green)TouchscreenFitness & OutdoorBattery Runtime: Upto 12 days1 Year Manufacturer Warranty",1K-10K,Low to High,0K-1K
10,"Noise Core 2 1.28"" Display , Noisefit sync app, 100+ watch faces & 50+ Sports Modes Smartwatch","₹1,499",4,6905,533,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.28'' round display (240*240px)Noise Health SuiteTM (SpO2, 24*7 heart rate tracking, activity tracker, sleep tracker & breathe mode)50+ sports modes| 100+ cloud-based watch faces| 7-day battery life| IP68 water resistanceApp: NoiseFit Sync appTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,Low to High,0K-1K
11,Noise ColorFit Pro 3 Smartwatch,"₹1,799",4.1,69501,8985,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"TruView Display 1.55 inch HD Color touch screen with 320*360 Resolution & 500 NITS BrightnessSpo2, Stress , Sleep & Heart Rate Monitoring with 14 sports mode( with breathing exercise)Customisable & Cloud-based Watch FacesUpto 10-day battery lifeCompatible with NoiseFit AppTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",50K-100K,Low to High,1K-10K
12,"Noise NoiseFit Active with GPS, SpO2 Monitor Smartwatch","₹1,999",3.8,870,96,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,TouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,0K-1K,Low to High,0K-1K
13,"boAt Storm Pro with 1.78"" AMOLED Display, 700+ Active Modes Smartwatch","₹1,999",3.9,6852,784,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.78 inch AMOLED Display| 2.5D Curved Display|60Hz Refresh Rate700+ Active Modes| Multiple Watch facesASAP Charge: 30 Mins= Full Charge24*7 HR, Oxygen and Sleep Monitoring| IP68 Dust, Sweat and Splash ResistantSupports Google Fit & Apple Health | Live Cricket ScoreTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",1K-10K,Low to High,0K-1K
14,"boAt Storm Pro with 1.78"" AMOLED Display, 700+ Active Modes Smartwatch","₹1,999",3.9,6852,784,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.78 inch AMOLED Display| 2.5D Curved Display|60Hz Refresh Rate700+ Active Modes| Multiple Watch facesASAP Charge: 30 Mins= Full Charge24*7 HR, Oxygen and Sleep Monitoring| IP68 Dust, Sweat and Splash ResistantSupports Google Fit & Apple Health | Live Cricket ScoreTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",1K-10K,Low to High,0K-1K
15,"boAt Storm Pro with 1.78"" AMOLED Display, 700+ Active Modes Smartwatch","₹1,999",3.9,6852,784,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.78 inch AMOLED Display| 2.5D Curved Display|60Hz Refresh Rate700+ Active Modes| Multiple Watch facesASAP Charge: 30 Mins= Full Charge24*7 HR, Oxygen and Sleep Monitoring| IP68 Dust, Sweat and Splash ResistantSupports Google Fit & Apple Health | Live Cricket ScoreTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",1K-10K,Low to High,0K-1K
16,"boAt Storm Pro with 1.78"" AMOLED Display, 700+ Active Modes Smartwatch","₹1,999",3.9,6852,784,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.78 AMOLED Display2.5D Curved Display|60Hz Refresh RateMetal Strap700+ Active ModesASAP Charge: 30 Mins= Full ChargeLive Cricket Score24*7 HR, Oxygen and Sleep MonitoringMultiple Watch facesIP68 Dust, Sweat and Splash ResistantSupports Google Fit & Apple HealthMusic & Camera ControlTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 year warranty from the date of purchase",1K-10K,Low to High,0K-1K
17,Noise ColorFit Vision 2 with 1.78'' Always on AMOLED Display Smartwatch,"₹2,499",4.1,11535,1112,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.78 Amoled with always on featureMenstrual Cycle Tracking | Heart Rate Monitor, Stress & Sleep MonitorWeather and Quick RepliesIP68 Waterproof| multiple sports modeBattery : Upto 7 days/ 30 Days StandbyTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",10K-50K,Low to High,1K-10K
18,Noise ColorFit Pro 4 Smartwatch,"₹2,999",4.3,13417,1011,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,10K-50K,Low to High,1K-10K
19,"Noise ColorFit Pro4 Max 1.8"" BT Calling, Noise detection, Noise Health Suite Smartwatch","₹3,999",4.2,6142,545,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,1K-10K,Low to High,0K-1K
20,"Noise ColorFit Pro4 Max 1.8"" BT Calling, Noise detection, Noise Health Suite Smartwatch","₹3,999",4.2,6142,545,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,1K-10K,Low to High,0K-1K
21,"Noise Qube with 1.4"" Full Touch display, Multi-Sports modes, 7-day Battery,Spo2 Smartwatch","₹1,199",4.1,143624,11269,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,TouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,100K-200K,Low to High,10K-20K
22,"Noise Qube with 1.4"" Full Touch display, Multi-Sports modes, 7-day Battery,Spo2 Smartwatch","₹1,199",4.1,143624,11269,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,TouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,100K-200K,Low to High,10K-20K
23,"Noise ColorFit Caliber Go with 1.69 inch HD Display, 40 Sports Modes, 150+ Watch Faces Smartwatch","₹1,299",4.2,29553,2280,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69'' TFT display (240*280px, 500 nits, 218 PPI)Noise Health Suite (SpO2, 24*7 heart rate tracking, activity tracker, sleep tracker, stress monitor & female health tracker)Productivity and utility features (hand wash reminder, drink water reminder, DND, weather forecast, call mute & rejection, alarm, idle alert, stopwatch, timer, remote music control & find my phone)40 sports modes (10 inbuilt & 30 in app) | 150+ cloud-based watch facesUp to 10 days of battery (300mAh)5 color options: Jet black, Rose pink, Olive green, Midnight blue, Mist greyTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",10K-50K,Low to High,1K-10K
24,"Noise ColorFit Caliber Go with 1.69 inch HD Display, 40 Sports Modes, 150+ Watch Faces Smartwatch","₹1,299",4.2,29553,2280,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69'' TFT display (240*280px, 500 nits, 218 PPI)Noise Health Suite (SpO2, 24*7 heart rate tracking, activity tracker, sleep tracker, stress monitor & female health tracker)Productivity and utility features (hand wash reminder, drink water reminder, DND, weather forecast, call mute & rejection, alarm, idle alert, stopwatch, timer, remote music control & find my phone)40 sports modes (10 inbuilt & 30 in app) | 150+ cloud-based watch facesUp to 10 days of battery (300mAh)5 color options: Jet black, Rose pink, Olive green, Midnight blue, Mist greyTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",10K-50K,Low to High,1K-10K
25,Noise X-Fit 2 (HRX Edition) Smart Watch with 1.69inch Display & 60 Sports Modes Smartwatch,"₹1,299",4.2,6321,611,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69inch TFT LCD display|Calls & SMS quick reply (Android only)Noise Health SuiteTM (SpO2, 24x7 heart rate tracking, activity tracker, sleep monitor, stress monitor, and female health tracker)60 sports modes| 150 watch faces|IP68 water resistanceUp to 7-day batteryApp Name : NoiseFit AppTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,Low to High,0K-1K
