Serial-No,Product_Name,Price in ₹,Product_Stars,Ratings,Reviews,Brand,image_url,features,Rating_Count,Type of Sorting,Review_Count
67,boAt Wave Arcade with 1.81 inch HD Display and Bluetooth Calling Smartwatch,"₹1,799",4,8771,997,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1.81 inch HD DisplayBluetooth Calling2.5D Curve Arc DisplayIn Built Games- 2048 &b Whack-a-Mole100+ Sports ModesUpto 7 Days Battery LifeIP68: Dust, Sweat & Splash ResistantHR, SpO2 & Stress MonitoringWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",1K-10K,High to Low,0K-1K
68,"Noise Icon Buzz BT Calling with 1.69"" display , AI Voice Assistance, Built-In Games Smartwatch","₹1,799",4.2,227365,18005,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"Calling Feature: Bluetooth Calling with Inbuilt Mic, Inbuilt Speaker and DialerFitness and Productivity: Smart Notifications, 50+ Sports Modes, Alarm, Stopwatch, Flashlight, Timer, Find Phone, Music Player, Shutter (Remote Camera),IP68 water resistantHealth Tracking: SpO2 (Real-Time Monitoring), Heart Rate, Sleep, Breath TrainingAdditional Features: 100+ Watch Faces, Up to 7 Days Battery, Customizable Watch Face, Weather, Voice Assistance, Alarm, Stopwatch, Calculator.With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",200K-300K,High to Low,10K-20K
69,"Noise ColorFit Caliber 2 Buzz Advanced BT Calling, 1.85"" display,10 days battery Smartwatch","₹1,799",4.1,4501,425,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.85"" TFT Display with 500 nitsStylish flat edge designNoise Health Suite (Heart rate, Spo2, sleep monitor, stress measurement, breathing practice)Calling Smartwatch with Tru SyncWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
70,"Noise Icon Buzz BT Calling with 1.69"" display , AI Voice Assistance, Built-In Games Smartwatch","₹1,799",4.2,227365,18005,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,200K-300K,High to Low,10K-20K
71,"Noise Icon Buzz BT Calling with 1.69"" display , AI Voice Assistance, Built-In Games Smartwatch","₹1,799",4.2,227365,18005,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,1.69 TFT LCD DisplayIn-Built Games|Bluetooth CallingVoice Assistance (AI voice assistance)Noise Health Suite|Weather ReportUp to 7-Day Battery100+ Watch Faces|IP67 WaterproofWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,200K-300K,High to Low,10K-20K
72,"Noise Core 2 Buzz BT Calling, 1.28 Display, AI Voice Assistant & NoiseFit Track app Smartwatch","₹1,799",3.9,7746,546,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.28 display (240*240px, 500 nits)AI voice assistantNoiseFit Track app integrationNoise Health SuiteTM (SpO2, activity record, 24*7 heart rate tracking, stress monitor, sleep monitor & breathe)With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
73,"Noise ColorFit Caliber 2 Buzz Advanced BT Calling, 1.85"" display,10 days battery Smartwatch","₹1,799",4.1,4501,425,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.85"" TFT Display with 500 nitsStylish flat edge designNoise Health Suite (Heart rate, Spo2, sleep monitor, stress measurement, breathing practice)Calling Smartwatch with Tru SyncWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
74,"Noise Icon Buzz BT Calling with 1.69"" display , AI Voice Assistance, Built-In Games Smartwatch","₹1,799",4.2,227365,18005,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,200K-300K,High to Low,10K-20K
75,"Noise Icon Buzz BT Calling with 1.69"" display , AI Voice Assistance, Built-In Games Smartwatch","₹1,799",4.2,227365,18005,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,1.69 TFT LCD DisplayIn-Built Games|Bluetooth CallingVoice Assistance (AI voice assistance)Noise Health Suite|Weather ReportUp to 7-Day Battery100+ Watch Faces|IP67 WaterproofWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,200K-300K,High to Low,10K-20K
76,"Noise Icon Buzz BT Calling with 1.69"" display , AI Voice Assistance, Built-In Games Smartwatch","₹1,799",4.2,227365,18005,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,200K-300K,High to Low,10K-20K
77,"Noise Icon Buzz BT Calling with 1.69"" display , AI Voice Assistance, Built-In Games Smartwatch","₹1,799",4.2,227365,18005,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty,200K-300K,High to Low,10K-20K
78,"Noise Core 2 Buzz BT Calling, 1.28 Display, AI Voice Assistant & NoiseFit Track app Smartwatch","₹1,799",3.9,7746,546,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.28 display (240*240px, 500 nits)AI voice assistantNoiseFit Track app integrationNoise Health SuiteTM (SpO2, activity record, 24*7 heart rate tracking, stress monitor, sleep monitor & breathe)With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
79,Noise ColorFit Pro 3 Smartwatch,"₹1,799",4.1,69501,8985,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"TruView Display 1.55 inch HD Color touch screen with 320*360 Resolution & 500 NITS BrightnessSpo2, Stress , Sleep & Heart Rate Monitoring with 14 sports mode( with breathing exercise)Customisable & Cloud-based Watch FacesUpto 10-day battery lifeCompatible with NoiseFit AppTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",50K-100K,High to Low,1K-10K
80,"boAt Wave Beat Call with BT Calling, 1.69 HD Display & 600+ Watch Face Smartwatch","₹1,699",4,3576,602,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1. Bluetooth Calling2. 600+ Watch Faces3. 1.69'' Square HD Display4. Live Cricket Scores5. Heart Rate and Blood Oxygen Monitoring6. Health Ecosystem with boAt Crest App7. Multiple Sports Modes8. IP68: Dust, Sweat &amp; Splash Resistant9. Slim Metallic DesignWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",1K-10K,High to Low,0K-1K
81,"boAt Wave Beat Call with BT Calling, 1.69 HD Display & 600+ Watch Face Smartwatch","₹1,699",4,3576,602,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1. Bluetooth Calling2. 600+ Watch Faces3. 1.69'' Square HD Display4. Live Cricket Scores5. Heart Rate and Blood Oxygen Monitoring6. Health Ecosystem with boAt Crest App7. Multiple Sports Modes8. IP68: Dust, Sweat &amp; Splash Resistant9. Slim Metallic DesignWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",1K-10K,High to Low,0K-1K
82,"boAt Wave Beat Call with BT Calling, 1.69 HD Display & 600+ Watch Face Smartwatch","₹1,699",4,3576,602,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"1. Bluetooth Calling2. 600+ Watch Faces3. 1.69'' Square HD Display4. Live Cricket Scores5. Heart Rate and Blood Oxygen Monitoring6. Health Ecosystem with boAt Crest App7. Multiple Sports Modes8. IP68: Dust, Sweat &amp; Splash Resistant9. Slim Metallic DesignWith Call FunctionTouchscreenFitness & Outdoor1 Year Warranty from the Date of Purchase",1K-10K,High to Low,0K-1K
83,"Noise Caliber Buzz Advanced BT Calling(True Sync), 1.69"" display, 500 NITS Brightness Smartwatch","₹1,699",4.3,5502,498,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69'' TFT display with 500 nits brightness and 240*280pxNoise Buzz (call from dial pad, access recent calls and save up to 10 contacts)Bluetooth calling equipped with Tru SyncWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
84,"Noise Caliber Buzz Advanced BT Calling(True Sync), 1.69"" display Smartwatch","₹1,699",4.3,5502,498,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69'' TFT display with 500 nits brightness and 240*280pxNoise Buzz (call from dial pad, access recent calls and save up to 10 contacts)Bluetooth calling equipped with Tru SyncWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
85,"Noise Caliber Buzz Advanced BT Calling(True Sync), 1.69"" display, 500 NITS Brightness Smartwatch","₹1,699",4.3,5502,498,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.69'' TFT display with 500 nits brightness and 240*280pxNoise Buzz (call from dial pad, access recent calls and save up to 10 contacts)Bluetooth calling equipped with Tru SyncWith Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
86,"Noise ColorFit Caliber 2 with 1.83'' display Up to 12 Day Battery, 60 sports mode Smartwatch","₹1,499",4.1,5548,425,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.83�� display (240*284px, 500 nits) - 25% increase in screen viewing area with just 6% increase in total watch areaFlat edge design (thinner than ColorFit Caliber)150+ cloud-based & customised watch facesNoise Health SuiteTM (SpO2, 24*7 heart rate tracking, sleep monitor, female health tracker, activity tracker, stress monitor)60 sports modesUp to 12 days of battery life5 colours (Jet black, midnight blue, light lavender, vintage brown & pine green)TouchscreenFitness & OutdoorBattery Runtime: Upto 12 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
87,"Noise ColorFit Caliber Smart Watch with 15-day battery, 1.69"" display, 60 Sports Modes Smartwatch","₹1,499",4.2,279750,25807,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"4.2 cm (1.69"") LCD full touch screen150+ customizable and cloud based watch faces60 Sports Mode|Body Temperature sensorIP68 water resistantQuick replies (Android only)Blood oxygen, Heart rate monitor, Stress monitor and sleep monitorTouchscreenFitness & OutdoorBattery Runtime: Upto 15 days1 Year Manufacturer Warranty",200K-300K,High to Low,20K-30K
88,"Noise ColorFit Caliber Smart Watch with 15-day battery, 1.69"" display, 60 Sports Modes Smartwatch","₹1,499",4.2,279750,25807,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"4.2 cm (1.69"") LCD full touch screen150+ customizable and cloud based watch faces60 Sports Mode|Body Temperature sensorIP68 water resistantQuick replies (Android only)Blood oxygen, Heart rate monitor, Stress monitor and sleep monitorTouchscreenFitness & OutdoorBattery Runtime: Upto 15 days1 Year Manufacturer Warranty",200K-300K,High to Low,20K-30K
89,"Noise ColorFit Caliber Smart Watch with 15-day battery, 1.69"" display, 60 Sports Modes Smartwatch","₹1,499",4.2,279750,25807,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"4.2 cm (1.69"") LCD full touch screen150+ customizable and cloud based watch faces60 Sports Mode|Body Temperature sensorIP68 water resistantQuick replies (Android only)Blood oxygen, Heart rate monitor, Stress monitor and sleep monitorTouchscreenFitness & OutdoorBattery Runtime: Upto 15 days1 Year Manufacturer Warranty",200K-300K,High to Low,20K-30K
90,"Noise ColorFit Caliber 2 with 1.83'' display Up to 12 Day Battery, 60 sports mode Smartwatch","₹1,499",4.1,5548,425,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.83�� display (240*284px, 500 nits) - 25% increase in screen viewing area with just 6% increase in total watch areaFlat edge design (thinner than ColorFit Caliber)150+ cloud-based & customised watch facesNoise Health SuiteTM (SpO2, 24*7 heart rate tracking, sleep monitor, female health tracker, activity tracker, stress monitor)60 sports modesUp to 12 days of battery life5 colours (Jet black, midnight blue, light lavender, vintage brown & pine green)TouchscreenFitness & OutdoorBattery Runtime: Upto 12 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
91,"Noise Core 2 1.28"" Display , Noisefit sync app, 100+ watch faces & 50+ Sports Modes Smartwatch","₹1,499",4,6905,533,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.28'' round display (240*240px)Noise Health SuiteTM (SpO2, 24*7 heart rate tracking, activity tracker, sleep tracker & breathe mode)50+ sports modes| 100+ cloud-based watch faces| 7-day battery life| IP68 water resistanceApp: NoiseFit Sync appTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
92,"Noise ColorFit Caliber Smart Watch with 15-day battery, 1.69"" display, 60 Sports Modes Smartwatch","₹1,499",4.2,279750,25807,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"4.2 cm (1.69"") LCD full touch screen150+ customizable and cloud based watch faces60 Sports Mode|Body Temperature sensorIP68 water resistantQuick replies (Android only)Blood oxygen, Heart rate monitor, Stress monitor and sleep monitorTouchscreenFitness & OutdoorBattery Runtime: Upto 15 days1 Year Manufacturer Warranty",200K-300K,High to Low,20K-30K
93,"Noise ColorFit Caliber 2 with 1.83'' display Up to 12 Day Battery, 60 sports mode Smartwatch","₹1,499",4.1,5548,425,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.83�� display (240*284px, 500 nits) - 25% increase in screen viewing area with just 6% increase in total watch areaFlat edge design (thinner than ColorFit Caliber)150+ cloud-based & customised watch facesNoise Health SuiteTM (SpO2, 24*7 heart rate tracking, sleep monitor, female health tracker, activity tracker, stress monitor)60 sports modesUp to 12 days of battery life5 colours (Jet black, midnight blue, light lavender, vintage brown & pine green)TouchscreenFitness & OutdoorBattery Runtime: Upto 12 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
94,"Noise ColorFit Caliber 2 with 1.83'' display Up to 12 Day Battery, 60 sports mode Smartwatch","₹1,499",4.1,5548,425,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.83�� display (240*284px, 500 nits) - 25% increase in screen viewing area with just 6% increase in total watch areaFlat edge design (thinner than ColorFit Caliber)150+ cloud-based & customised watch facesNoise Health SuiteTM (SpO2, 24*7 heart rate tracking, sleep monitor, female health tracker, activity tracker, stress monitor)60 sports modesUp to 12 days of battery life5 colours (Jet black, midnight blue, light lavender, vintage brown & pine green)TouchscreenFitness & OutdoorBattery Runtime: Upto 12 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
95,"Noise Core 2 1.28"" Display , Noisefit sync app, 100+ watch faces & 50+ Sports Modes Smartwatch","₹1,499",4,6905,533,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.28'' round display (240*240px)Noise Health SuiteTM (SpO2, 24*7 heart rate tracking, activity tracker, sleep tracker & breathe mode)50+ sports modes| 100+ cloud-based watch faces| 7-day battery life| IP68 water resistanceApp: NoiseFit Sync appTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
96,"Noise ColorFit Caliber Smart Watch with 15-day battery, 1.69"" display, 60 Sports Modes Smartwatch","₹1,499",4.2,279750,25807,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"4.2 cm (1.69"") LCD full touch screen150+ customizable and cloud based watch faces60 Sports Mode|Body Temperature sensorIP68 water resistantQuick replies (Android only)Blood oxygen, Heart rate monitor, Stress monitor and sleep monitorTouchscreenFitness & OutdoorBattery Runtime: Upto 15 days1 Year Manufacturer Warranty",200K-300K,High to Low,20K-30K
97,"Noise Core 2 1.28"" Display , Noisefit sync app, 100+ watch faces & 50+ Sports Modes Smartwatch","₹1,499",4,6905,533,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.28'' round display (240*240px)Noise Health SuiteTM (SpO2, 24*7 heart rate tracking, activity tracker, sleep tracker & breathe mode)50+ sports modes| 100+ cloud-based watch faces| 7-day battery life| IP68 water resistanceApp: NoiseFit Sync appTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
98,"Noise Core 2 Buzz BT Calling, 1.28 Display, AI Voice Assistant & NoiseFit Track app Smartwatch","₹1,799",3.9,7746,546,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.28 display (240*240px, 500 nits)AI voice assistantNoiseFit Track app integrationNoise Health SuiteTM (SpO2, activity record, 24*7 heart rate tracking, stress monitor, sleep monitor & breathe)With Call FunctionTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
99,"Noise ColorFit Caliber 2 with 1.83'' display Up to 12 Day Battery, 60 sports mode Smartwatch","₹1,499",4.1,5548,425,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"1.83�� display (240*284px, 500 nits) - 25% increase in screen viewing area with just 6% increase in total watch areaFlat edge design (thinner than ColorFit Caliber)150+ cloud-based & customised watch facesNoise Health SuiteTM (SpO2, 24*7 heart rate tracking, sleep monitor, female health tracker, activity tracker, stress monitor)60 sports modesUp to 12 days of battery life5 colours (Jet black, midnight blue, light lavender, vintage brown & pine green)TouchscreenFitness & OutdoorBattery Runtime: Upto 12 days1 Year Manufacturer Warranty",1K-10K,High to Low,0K-1K
100,Noise ColorFit Pro 3 Smartwatch,"₹1,799",4.1,69501,8985,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,"TruView Display 1.55 inch HD Color touch screen with 320*360 Resolution & 500 NITS BrightnessSpo2, Stress , Sleep & Heart Rate Monitoring with 14 sports mode( with breathing exercise)Customisable & Cloud-based Watch FacesUpto 10-day battery lifeCompatible with NoiseFit AppTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty",50K-100K,High to Low,1K-10K
101,"boAt Storm 1.3"" CurvedDisplay Smartwatch","₹1,299",4.1,620920,54484,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"3.3 cms(1.3 inches) Full Touch Screen Curved Display with Multiple Cloud Based Watch Faces (Note: Cloud Based Watch Faces will be Available via OTA Post Launch)Wellness Mode: Spo2 (Real-time Blood Oxygen Level Monitor), 24x7 Heart Rate Monitor, Sleep monitor, Guided Breathing & Menstruation TrackerMetal Body Casing and 5ATM Water ResistanceDaily Activity Tracker and 9 sports Modes | Notifications with Vibration Alerts for Calls, Texts, Social media, Alarms and Sedentary AlertsTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Warranty from the Date of Purchase",500K-650K,High to Low,50K-60K
102,"boAt Storm 1.3"" CurvedDisplay Smartwatch","₹1,299",4.1,620920,54484,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"3.3 cms(1.3 inches) Full Touch Screen Curved Display with Multiple Cloud Based Watch Faces (Note: Cloud Based Watch Faces will be Available via OTA Post Launch)
Wellness Mode: Spo2 (Real-time Blood Oxygen Level Monitor), 24x7 Heart Rate Monitor, Sleep monitor, Guided Breathing & Menstruation Tracker
Metal Body Casing and 5ATM Water Resistance
Daily Activity Tracker and 9 sports Modes | Notifications with Vibration Alerts for Calls, Texts, Social media, Alarms and Sedentary AlertsTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Warranty from the date of Purchase",500K-650K,High to Low,50K-60K
103,"boAt Storm 1.3"" CurvedDisplay Smartwatch","₹1,299",4.1,620920,54484,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"3.3 cms(1.3 inches) Full Touch Screen Curved Display with Multiple Cloud Based Watch Faces (Note: Cloud Based Watch Faces will be Available via OTA Post Launch)Wellness Mode: Spo2 (Real-time Blood Oxygen Level Monitor), 24x7 Heart Rate Monitor, Sleep monitor, Guided Breathing & Menstruation TrackerMetal Body Casing and 5ATM Water ResistanceDaily Activity Tracker and 9 sports Modes | Notifications with Vibration Alerts for Calls, Texts, Social media, Alarms and Sedentary AlertsTouchscreenFitness & OutdoorBattery Runtime: Upto 8 days1 Year Warranty from the Date of Purchase",500K-650K,High to Low,50K-60K
104,"boAt Storm 1.3"" CurvedDisplay Smartwatch","₹1,299",4.1,620920,54484,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"3.3 cms(1.3 inches) Full Touch Screen Curved Display with Multiple Cloud Based Watch Faces (Note: Cloud Based Watch Faces will be Available via OTA Post Launch)
Wellness Mode: Spo2 (Real-time Blood Oxygen Level Monitor), 24x7 Heart Rate Monitor, Sleep monitor, Guided Breathing & Menstruation Tracker
Metal Body Casing and 5ATM Water Resistance
Daily Activity Tracker and 9 sports Modes | Notifications with Vibration Alerts for Calls, Texts, Social media, Alarms and Sedentary AlertsTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Warranty from the date of Purchase",500K-650K,High to Low,50K-60K
105,boAt Wave pro 1.69inch HD display withTemperature Sensor and live cricket updates Smartwatch,"₹1,299",3.9,18456,1567,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"42mm(1.69"") HD DisplayFast Charge: 30 Mins= Full ChargeLive Cricket ScoresHealth Ecosystem with boAt Crest app|24H Heart Rate, SpO2 and Temperature MonitoringIP67 Dust, Sweat and Splash Resistant|Supports Google Fit &amp; Apple HealthTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",10K-50K,High to Low,1K-10K
106,boAt Wave pro 1.69inch HD display withTemperature Sensor and live cricket updates Smartwatch,"₹1,299",3.9,18456,1567,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"42mm(1.69"") HD DisplayFast Charge: 30 Mins= Full ChargeLive Cricket ScoresHealth Ecosystem with boAt Crest app|24H Heart Rate, SpO2 and Temperature MonitoringIP67 Dust, Sweat and Splash Resistant|Supports Google Fit &amp; Apple HealthTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",10K-50K,High to Low,1K-10K
107,boAt Wave pro 1.69inch HD display withTemperature Sensor and live cricket updates Smartwatch,"₹1,299",3.9,18456,1567,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,"42mm(1.69"") HD DisplayFast Charge: 30 Mins= Full ChargeLive Cricket ScoresHealth Ecosystem with boAt Crest app|24H Heart Rate, SpO2 and Temperature MonitoringIP67 Dust, Sweat and Splash Resistant|Supports Google Fit &amp; Apple HealthTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase",10K-50K,High to Low,1K-10K
108,Noise ColorFit Pro 2 Oxy Smartwatch,"₹1,299",4,4213,441,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,TouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty,1K-10K,High to Low,0K-1K
109,boAt Wave beat 1.69Inch HD display with complete health monitoring Smartwatch,"₹1,299",4.1,47113,3300,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,1.69 inch Square HD Display550 Nits BrightnessHeart Rate and Blood Oxygen MonitoringHealth Ecosystem with boAt Crest AppTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase,10K-50K,High to Low,1K-10K
110,boAt Wave beat 1.69Inch HD display with complete health monitoring Smartwatch,"₹1,299",4.1,47113,3300,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,1.69 inch Square HD Display550 Nits BrightnessHeart Rate and Blood Oxygen MonitoringHealth Ecosystem with boAt Crest AppTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase,10K-50K,High to Low,1K-10K
111,boAt Wave beat 1.69Inch HD display with complete health monitoring Smartwatch,"₹1,299",4.1,47113,3300,boAt,https://akm-img-a-in.tosshub.com/businesstoday/images/story/202106/boat_1200_080621082427.jpg,1.69 inch Square HD Display550 Nits BrightnessHeart Rate and Blood Oxygen MonitoringHealth Ecosystem with boAt Crest AppTouchscreenFitness & OutdoorBattery Runtime: Upto 7 days1 Year Warranty from the Date of Purchase,10K-50K,High to Low,1K-10K
112,Noise ColorFit Pro 2 Smartwatch,"₹1,299",4.1,148776,16913,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,Get Upto 10 Day Battery Life with Magnetic ChargerMenstrual Cycle TrackingHeart Rate MonitorIP68 WaterproofTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty,100K-200K,High to Low,10K-20K
113,Noise ColorFit Pro 2 Smartwatch,"₹1,299",4.1,148776,16913,Noise,https://entrackr-bucket.s3.ap-south-1.amazonaws.com/wp-content/uploads/2022/04/14145954/noise-800x400.jpg,Get Upto 10 Day Battery Life with Magnetic ChargerMenstrual Cycle TrackingHeart Rate MonitorIP68 WaterproofTouchscreenFitness & OutdoorBattery Runtime: Upto 10 days1 Year Manufacturer Warranty,100K-200K,High to Low,10K-20K
